Word i,Word i entity tag,Word i POS,Stopword
أخذ,O,noun,no
قطعة,O,noun,no
صغيرة,O,adj,no
من,O,prep,yes
الورم,O,noun,no
و,O,conj,no
فحصها,O,noun,no
تحت,O,noun,no
المجهر,O,noun,no
من,O,prep,yes
قبل,O,noun,no
طبيب,O,noun,no
متخصص,O,adj,no
في,O,prep,yes
التشريح,O,noun,no
المرضي,O,noun,no
.,O,punc,no
تؤخذ,O,verb,no
الخزعة,O,noun,no
عادة,O,noun,yes
ب,O,prep,no
استخدام,O,noun,no
إبرة,O,noun,no
صغيرة,O,adj,no
مع,O,noun,yes
الاسترشاد,O,noun,no
ب,O,prep,no
التصوير,O,noun,no
الطبقي,O,adj,no
المحوري,O,adj,no
.,O,punc,no
و,O,conj,no
من,O,prep,yes
الممكن,O,adj,no
أيضا,O,adv,yes
أن,O,conj_sub,yes
تؤخذ,O,verb,no
خزعة,O,verb,no
ب,O,prep,no
واسطة,O,noun,no
منظار,O,noun,no
يدخله,O,verb,no
الطبيب,O,noun,no
عن,O,prep,yes
طريق,O,noun,no
الفم,O,noun,no
إلى,O,prep,yes
المعدة,O,noun,no
ثم,O,conj,no
يدفع,O,verb,no
ب,O,prep,no
ه,O,abbrev,no
عبر,O,noun,no
القناة,O,noun,no
البنكرياسية,O,noun,no
ل,O,prep,no
يصل,O,verb,no
إلى,O,prep,yes
مكان,O,noun,no
الورم,O,noun,no
.,O,punc,no
و,O,conj,no
في,O,prep,yes
بعض,O,noun_quant,yes
الأحيان,O,noun,no
يمكن,O,verb,yes
اللجوء,O,noun,no
إلى,O,prep,yes
طرق,O,noun,no
أخرى,O,adj,yes
ل,O,prep,no
أخذ,O,noun,no
الخزعة,O,noun,no
",",O,punc,no
ك,O,prep,yes
الجراحة,O,noun,no
المفتوحة,O,adj,no
مثلا,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يطلب,O,verb,no
الطبيب,O,noun,no
إجراء,O,noun,no
فحوصات,O,noun,no
شعاعية,O,adj,no
أخرى,O,adj,yes
حتى,O,conj_sub,no
يقرر,O,verb,no
إن,O,conj_sub,yes
كان,O,verb,yes
استئصال,O,noun,no
الورم,O,noun,no
السرطاني,O,adj,no
ممكنا,O,adj,no
أم,O,conj,no
لا,O,part_neg,yes
.,O,punc,no
علاج,O,noun,no
سرطان,B,noun,no
البنكرياس,I,noun,no
لا,O,part_neg,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يتحقق,O,verb,no
الشفاء,O,noun,no
فى,O,prep,no
سرطان,B,noun,no
البنكرياس,I,noun,no
إلا,O,part_restrict,yes
إذا,O,conj_sub,yes
تم,O,verb,no
اكتشافه,O,noun,no
في,O,prep,yes
مرحلة,O,noun,no
مبكرة,O,adj,no
.,O,punc,no
و,O,conj,no
لكن,O,verb_pseudo,yes
ب,O,prep,no
ما,O,pron_rel,yes
أنه,O,conj_sub,no
مرض,O,adj,no
"""",O,punc,no
صامت,O,adj,no
"""",O,punc,no
",",O,punc,no
ف,O,conj,yes
إن,O,conj_sub,yes
معظم,O,noun_quant,yes
المرضى,O,noun,no
تكتشف,O,verb,no
لديه,O,noun,no
الإصابة,O,noun,no
بعد,O,noun,yes
انتشار,O,noun,no
السرطان,O,noun,no
إلى,O,prep,yes
حد,O,noun,no
تصعب,O,verb,no
معه,O,noun,no
السيطرة,O,noun,no
عليه,O,prep,no
.,O,punc,no
و,O,conj,no
حتى,O,prep,no
عندما,O,noun,no
يكون,O,verb,yes
خيار,O,noun,no
المعالجة,O,noun,no
لا,O,part_neg,yes
يحقق,O,verb,no
شفاء,O,noun,no
سرطان,B,noun,no
البنكرياس,I,noun,no
",",O,punc,no
ف,O,conj,yes
إن,O,conj_sub,yes
المعالجة,O,noun,no
تركز,O,verb,no
على,O,prep,yes
السيطرة,O,noun,no
على,O,prep,yes
الألم,O,noun,no
و,O,conj,no
على,O,prep,yes
المضاعفات,O,noun,no
.,O,punc,no
و,O,conj,no
يتوقف,O,verb,no
العلاج,O,noun,no
الذي,O,pron_rel,yes
يختاره,O,verb,no
الطبيب,O,noun,no
على,O,prep,yes
العوامل,O,noun,no
التالية,O,adj,no
:,O,punc,no
نمط,O,noun,no
السرطان,O,noun,no
و,O,conj,no
حجمه,O,noun,no
مرحلة,O,noun,no
السرطان,O,noun,no
و,O,conj,no
مدى,O,noun,no
انتشاره,O,noun,no
عمر,O,noun_prop,no
المريض,O,noun,no
و,O,conj,no
حالته,O,noun,no
الصحية,O,adj,no
عوامل,O,noun,no
أخرى,O,adj,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يلجأ,O,verb,no
الطبيب,O,noun,no
إلى,O,prep,yes
خطة,O,noun,no
من,O,prep,yes
خطط,O,noun,no
العلاج,O,noun,no
التالية,O,adj,no
أو,O,conj,yes
إلى,O,prep,yes
مجموعة,O,noun,no
من,O,prep,yes
هذه,O,pron_dem,yes
الخطط,O,noun,no
معا,O,noun,no
:,O,punc,no
الجراحة,O,noun,no
المعالجة,O,noun,no
الكيماوية,O,adj,no
المعالجة,O,noun,no
الشعاعية,O,adj,no
المعالجة,O,noun,no
البيولوجية,O,adj,no
الجراحة,O,noun,no
هي,O,pron,yes
الطريقة,O,noun,no
الرئيسية,O,adj,no
ل,O,prep,no
معالجة,O,noun,no
سرطان,B,noun,no
البنكرياس,I,noun,no
.,O,punc,no
و,O,conj,no
ثمة,O,adv,no
سببان,O,noun,no
رئيسيان,O,adj,no
ل,O,prep,no
إجراء,O,noun,no
الجراحة,O,noun,no
:,O,punc,no
أخذ,O,verb,no
عينات,O,noun,no
من,O,prep,yes
النسيج,O,noun,no
ل,O,prep,no
التأكد,O,noun,no
من,O,prep,yes
أن,O,conj_sub,yes
الورم,O,noun,no
سرطاني,O,adj,no
",",O,punc,no
و,O,conj,no
هذا,O,pron_dem,yes
ما,O,pron_rel,yes
يسمى,O,verb,no
خزعة,O,verb,no
.,O,punc,no
استئصال,O,noun,no
الورم,O,noun,no
كله,O,noun_quant,no
إن,O,conj_sub,yes
كان,O,verb,yes
هذا,O,pron_dem,yes
ممكنا,O,adj,no
.,O,punc,no
أحيانا,O,noun,no
يكون,O,verb,yes
من,O,prep,yes
الصعب,O,adj,no
خلال,O,noun,no
الجراحة,O,noun,no
أن,O,conj_sub,yes
يعرف,O,verb,no
الطبيب,O,noun,no
الجراح,O,noun,no
إن,O,conj_sub,yes
كان,O,verb,yes
الورم,O,noun,no
سرطانيا,O,adj,no
أم,O,conj,no
غير,O,noun,yes
سرطاني,O,noun,no
.,O,punc,no
و,O,conj,no
في,O,prep,yes
هذه,O,pron_dem,yes
الحالة,O,noun,no
يقوم,O,verb,no
الجراح,O,noun,no
ب,O,prep,no
استئصال,O,noun,no
الورم,O,noun,no
حتى,O,part,no
لو,O,conj_sub,yes
لم,O,part_neg,yes
يكن,O,verb,no
سرطانيا,O,adj,no
.,O,punc,no
إذا,O,conj_sub,yes
كان,O,verb,yes
السرطان,O,noun,no
قد,O,part_verb,yes
انتقل,O,verb,no
إلى,O,prep,yes
أجزاء,O,noun,no
أخرى,O,adj,yes
من,O,prep,yes
الجسم,O,noun,no
ف,O,conj,yes
إن,O,conj_sub,yes
عملية,O,noun,no
استئصال,O,noun,no
الورم,O,noun,no
لا,O,part_neg,yes
تكون,O,verb,yes
مفيدة,O,adj,no
.,O,punc,no
و,O,conj,no
في,O,prep,yes
هذه,O,pron_dem,yes
الحالة,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يقرر,O,verb,no
الجراح,O,noun,no
إجراء,O,noun,no
عملية,O,noun,no
أخرى,O,adj,yes
ل,O,prep,no
تغيير,O,noun,no
مسار,O,noun,no
القناة,O,noun,no
الصفراوية,O,adj,no
ل,O,prep,no
أن,O,conj_sub,yes
هذا,O,pron_dem,yes
يقلل,O,verb,no
احتمال,O,noun,no
ظهور,O,noun,no
اليرقان,O,noun,no
.,O,punc,no
إذا,O,conj_sub,yes
رأى,O,verb,no
الطبيب,O,noun,no
أن,O,conj_sub,yes
استئصال,O,noun,no
السرطان,O,noun,no
عن,O,prep,yes
طريق,O,noun,no
الجراحة,O,noun,no
غير,O,noun,yes
ممكن,O,adj,no
و,O,conj,no
كان,O,verb,yes
المريض,O,noun,no
قد,O,part_verb,yes
أصيب,O,verb,no
ب,O,prep,no
اليرقان,O,noun,no
",",O,punc,no
فقد,O,part_verb,no
ينصح,O,verb,no
الطبيب,O,noun,no
ب,O,prep,no
وضع,O,noun,no
قثطرة,O,noun,no
داخل,O,noun,no
القناة,O,noun,no
الصفراوية,O,adj,no
ل,O,prep,no
تقليل,O,noun,no
انسدادها,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
القثطرة,O,noun,no
تسمح,O,verb,no
ل,O,prep,no
عصارة,O,noun,no
الصفراء,O,adj,no
ب,O,prep,no
التدفق,O,noun,no
إلى,O,prep,yes
الاثناعشري,O,noun,no
أو,O,conj,yes
إلى,O,prep,yes
كيس,O,noun,no
خاص,O,adj,no
يعلق,O,verb,no
خارج,O,noun,no
الجسم,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
إيصال,O,noun,no
القثطرة,O,noun,no
إلى,O,prep,yes
القناة,O,noun,no
الصفراوية,O,adj,no
الجامعة,O,noun,no
ب,O,prep,no
استخدام,O,noun,no
منظار,O,noun,no
يدخل,O,verb,no
عن,O,prep,yes
طريق,O,noun,no
الفم,O,noun,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
إدخال,O,noun,no
المنظار,O,noun,no
عن,O,prep,yes
طريق,O,noun,no
الجلد,O,noun,no
مع,O,noun,yes
الاسترشاد,O,noun,no
ب,O,prep,no
الصور,O,noun,no
الشعاعية,O,adj,no
.,O,punc,no
يمكن,O,verb,yes
أيضا,O,adv,yes
استخدام,O,noun,no
العلاج,O,noun,no
ب,O,prep,no
الأشعة,O,noun,no
ل,O,prep,no
معالجة,O,noun,no
سرطان,B,noun,no
البنكرياس,I,noun,no
.,O,punc,no
يستخدم,O,verb,no
العلاج,O,noun,no
الشعاعي,O,adj,no
أشعة,O,noun,no
عالية,O,adj,no
الطاقة,O,noun,no
ل,O,prep,no
قتل,O,noun,no
الخلايا,O,noun,no
السرطانية,O,adj,no
و,O,conj,no
منعها,O,noun,no
من,O,prep,yes
النمو,O,noun,no
و,O,conj,no
الانتشار,O,noun,no
.,O,punc,no
تصدر,O,verb,no
هذه,O,pron_dem,yes
الأشعة,O,noun,no
المستخدمة,O,adj,no
في,O,prep,yes
معالجة,O,noun,no
سرطان,B,noun,no
البنكرياس,I,noun,no
من,O,prep,yes
جهاز,O,noun,no
يوجهها,O,verb,no
إلى,O,prep,yes
المنطقة,O,noun,no
المحددة,O,adj,no
من,O,prep,yes
الجسم,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
مرضى,O,noun,no
سرطان,B,noun,no
البنكرياس,I,noun,no
يتلقون,O,verb,no
العلاج,O,noun,no
الشعاعي,O,adj,no
دون,O,noun,no
الحاجة,O,noun,no
إلى,O,prep,yes
الإقامة,O,noun,no
في,O,prep,yes
المستشفى,O,noun,no
.,O,punc,no
يعطى,O,verb,no
العلاج,O,noun,no
مدة,O,noun,no
خمسة,O,noun_num,no
أيام,O,noun,no
في,O,prep,yes
الأسبوع,O,noun,no
و,O,conj,no
يستمر,O,verb,no
عدة,O,noun,no
أسابيع,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
المعالجة,O,noun,no
الكيماوية,O,adj,no
هي,O,pron,yes
استخدام,O,noun,no
أدوية,O,noun,no
قوية,O,adj,no
تقتل,O,verb,no
الخلايا,O,noun,no
السرطانية,O,adj,no
.,O,punc,no
عندما,O,noun,no
يمكن,O,verb,yes
استئصال,O,noun,no
السرطان,O,noun,no
جراحيا,O,adj,no
",",O,punc,no
يعطي,O,verb,no
الأطباء,O,noun,no
أحيانا,O,noun,no
علاجا,O,noun,no
كيماويا,O,adj,no
بعد,O,noun,yes
العملية,O,noun,no
الجراحية,O,adj,no
ل,O,prep,no
أنه,O,conj_sub,no
يساعد,O,verb,yes
في,O,prep,yes
السيطرة,O,noun,no
على,O,prep,yes
نمو,O,noun,no
الخلايا,O,noun,no
السرطانية,O,adj,no
التي,O,pron_rel,yes
يحتمل,O,verb,no
أن,O,conj_sub,yes
تكون,O,verb,yes
قد,O,part_verb,yes
بقيت,O,verb,no
في,O,prep,yes
الجسم,O,noun,no
بعد,O,noun,yes
الجراحة,O,noun,no
.,O,punc,no
و,O,conj,no
يمكن,O,verb,yes
أيضا,O,adv,yes
استخدام,O,noun,no
العلاج,O,noun,no
الكيماوي,O,adj,no
ل,O,prep,no
المرضى,O,noun,no
الذين,O,pron_rel,yes
لا,O,part_neg,yes
يمكن,O,verb,yes
إجراء,O,noun,no
عملية,O,noun,no
جراحية,O,adj,no
ل,O,prep,no
هم,O,pron,no
.,O,punc,no
تعطى,O,verb,no
معظم,O,noun_quant,yes
أدوية,O,noun,no
العلاج,O,noun,no
الكيماوي,O,adj,no
عن,O,prep,yes
طريق,O,noun,no
الحقن,O,noun,no
.,O,punc,no
و,O,conj,no
لا,O,part_neg,yes
تدعو,O,verb,no
الحاجة,O,noun,no
في,O,prep,yes
غالب,O,noun,no
الأحوال,O,noun,no
إلى,O,prep,yes
إدخال,O,noun,no
المريض,O,adj,no
الذي,O,pron_rel,yes
يتلقى,O,verb,no
العلاج,O,noun,no
الكيماوي,O,adj,no
إلى,O,prep,yes
المستشفى,O,noun,no
و,O,conj,no
البقاء,O,noun,no
فيها,O,prep,no
.,O,punc,no
يجري,O,verb,no
الآن,O,noun,no
تطوير,O,noun,no
أدوية,O,noun,no
حديثة,O,adj,no
",",O,punc,no
مثل,O,noun,yes
الأدوية,O,noun,no
التي,O,pron_rel,yes
تعزز,O,verb,no
قدرة,O,noun,no
الجسم,O,noun,no
على,O,prep,yes
مكافحة,O,noun,no
الأمراض,O,noun,no
و,O,conj,no
السرطان,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
هذه,O,pron_dem,yes
المعالجات,O,noun,no
تسمى,O,verb,yes
المعالجات,O,noun,no
البيولوجية,O,adj,no
.,O,punc,no
تدبير,O,noun,no
الألم,O,noun,no
المرافق,O,adj,no
ل,O,prep,no
الإصابة,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
البنكرياس,I,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يسبب,O,verb,no
سرطان,B,noun,no
البنكرياس,I,noun,no
ألما,O,noun,no
شديدا,O,adj,no
.,O,punc,no
و,O,conj,no
لكن,O,verb_pseudo,yes
تقدم,O,noun,no
الطب,O,noun,no
توصل,O,verb,no
إلى,O,prep,yes
طرق,O,noun,no
ل,O,prep,no
السيطرة,O,noun,no
على,O,prep,yes
الألم,O,noun,no
ل,O,prep,no
يصبح,O,verb,no
محتملا,O,adj,no
.,O,punc,no
و,O,conj,no
هناك,O,adv,yes
الكثير,O,adj,yes
من,O,prep,yes
الطرق,O,noun,no
ل,O,prep,no
السيطرة,O,noun,no
على,O,prep,yes
الألم,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
إعطاء,O,noun,no
الأدوية,O,noun,no
المخدرة,O,adj,no
",",O,punc,no
مثل,O,noun,yes
المورفين,O,noun,no
",",O,punc,no
عن,O,prep,yes
طريق,O,noun,no
الفم,O,noun,no
.,O,punc,no
و,O,conj,no
يمكن,O,verb,yes
إعطاء,O,noun,no
أدوية,O,noun,no
مشابهة,O,adj,no
عن,O,prep,yes
طريق,O,noun,no
الوريد,O,noun,no
أو,O,conj,yes
عن,O,prep,yes
طريق,O,noun,no
اللصاقات,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
اللصاقات,O,noun,no
المخدرة,O,adj,no
تشبه,O,verb,no
اللصاقات,O,noun,no
التي,O,pron_rel,yes
يستخدمها,O,verb,no
المدخنون,O,noun,no
الذين,O,pron_rel,yes
يحاولون,O,verb,no
الإقلاع,O,noun,no
عن,O,prep,yes
التدخين,O,noun,no
.,O,punc,no
إذا,O,conj_sub,yes
لم,O,part_neg,yes
تنفع,O,verb,no
هذه,O,pron_dem,yes
الطرق,O,noun,no
",",O,punc,no
يمكن,O,verb,yes
إعطاء,O,noun,no
المورفين,O,noun,no
حول,O,noun,no
الأعصاب,O,noun,no
ضمن,O,noun,no
النخاع,O,noun,no
الشوكي,O,adj,no
",",O,punc,no
و,O,conj,no
ذلك,O,pron_dem,yes
ب,O,prep,no
استخدام,O,noun,no
مضخات,O,noun,no
خاصة,O,adj,no
.,O,punc,no
هناك,O,adv,yes
أيضا,O,adv,yes
طرق,O,noun,no
ل,O,prep,no
تخدير,O,noun,no
أو,O,conj,yes
تدمير,O,noun,no
الأعصاب,O,noun,no
التي,O,pron_rel,yes
تولد,O,verb,no
الألم,O,noun,no
في,O,prep,yes
منطقة,O,noun,no
البنكرياس,O,noun,no
.,O,punc,no
الخلاصة,O,noun,no
إن,O,verb_pseudo,yes
سرطان,B,noun,no
البنكرياس,I,noun,no
مرض,O,noun,no
خطير,O,adj,no
ل,O,prep,no
الغاية,O,noun,no
.,O,punc,no
و,O,conj,no
إذا,O,conj_sub,yes
لم,O,part_neg,yes
يعالج,O,verb,no
المريض,O,noun,no
ف,O,conj,yes
من,O,prep,yes
النادر,O,adj,no
أن,O,conj_sub,yes
يعيش,O,verb,no
أكثر,O,adj_comp,yes
من,O,prep,yes
سنة,O,noun,no
واحدة,O,noun_num,yes
بعد,O,noun,yes
اكتشاف,O,noun,no
المرض,O,noun,no
.,O,punc,no
ب,O,prep,no
فضل,O,noun,no
التقدم,O,noun,no
الطبي,O,adj,no
",",O,punc,no
يمكن,O,verb,yes
ل,O,prep,no
المريض,O,noun,no
أن,O,conj_sub,yes
يعيش,O,verb,no
عدة,O,noun,no
سنوات,O,noun,no
إضافية,O,adj,no
إذا,O,conj_sub,yes
بدأ,O,verb,no
المعالجة,O,noun,no
في,O,prep,yes
وقت,O,noun,no
مبكر,O,adj,no
.,O,punc,no
و,O,conj,no
هذا,O,pron_dem,yes
يتوقف,O,verb,no
على,O,prep,yes
نوع,O,noun,no
السرطان,O,noun,no
و,O,conj,no
على,O,prep,yes
عمر,O,noun,no
المريض,O,adj,no
و,O,conj,no
حالته,O,noun,no
الصحية,O,adj,no
.,O,punc,no
إذا,O,conj_sub,yes
اكتشف,O,verb,no
سرطان,B,noun,no
البنكرياس,I,noun,no
في,O,prep,yes
وقت,O,noun,no
مبكر,O,adj,no
ف,O,conj,yes
من,O,prep,yes
الممكن,O,adj,no
أن,O,conj_sub,yes
يشفى,O,verb,no
عن,O,prep,yes
طريق,O,noun,no
العلاج,O,noun,no
الجراحي,O,adj,no
.,O,punc,no
أما,O,part_focus,yes
في,O,prep,yes
المراحل,O,noun,no
المتقدمة,O,adj,no
من,O,prep,yes
المرض,O,noun,no
",",O,punc,no
ف,O,conj,yes
إن,O,conj_sub,yes
خيارات,O,noun,no
المعالجة,O,noun,no
المتوفرة,O,adj,no
تستهدف,O,verb,no
تقليل,O,noun,no
الألم,O,noun,no
و,O,conj,no
الحد,O,noun,no
من,O,prep,yes
المضاعفات,O,noun,no
و,O,conj,no
من,O,prep,yes
انتشار,O,noun,no
السرطان,O,noun,no
يصيب,O,verb,no
سرطان,B,noun,no
الثدي,I,noun,no
واحدة,O,noun_num,yes
من,O,prep,yes
كل,O,noun_quant,yes
ثمان,O,noun,no
نساء,O,noun,no
.,O,punc,no
و,O,conj,no
لا,O,part_neg,yes
يعرف,O,verb,no
أحد,O,noun_num,no
لماذا,O,adv_interrog,no
تصاب,O,verb,no
بعض,O,noun_quant,yes
النساء,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
الثدي,I,noun,no
",",O,punc,no
لكن,O,conj,yes
هناك,O,adv,yes
بعض,O,noun_quant,yes
العوامل,O,noun,no
التي,O,pron_rel,yes
تزيد,O,verb,no
احتمال,O,noun,no
الإصابة,O,noun,no
.,O,punc,no
و,O,conj,no
من,O,prep,yes
العوامل,O,noun,no
التي,O,pron_rel,yes
لا,O,part_neg,yes
يستطيع,O,verb,no
المرء,O,noun,no
التدخل,O,noun,no
فيها,O,prep,no
:,O,punc,no
السن,O,noun,no
-,O,punc,no
تكبر,O,verb,no
فرصة,O,noun,no
الإصابة,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
الثدي,I,noun,no
عندما,O,noun,no
تتقدم,O,verb,no
المرأة,O,noun,no
في,O,prep,yes
السن,O,noun,no
الجينات,O,noun,no
(,O,punc,no
المورثات,O,noun,no
),O,punc,no
-,O,punc,no
هناك,O,adv,yes
مورثتان,O,noun,no
(,O,punc,no
BRC,O,noun_prop,no
ا,O,abbrev,no
1,O,digit,no
),O,punc,no
و,O,conj,no
(,O,punc,no
BRC,O,noun,no
ا,O,abbrev,no
2,O,digit,no
),O,punc,no
ترفعان,O,noun,no
درجة,O,noun,no
خطر,O,noun,no
الإصابة,O,noun,no
إلى,O,prep,yes
درجة,O,noun,no
كبيرة,O,adj,no
.,O,punc,no
و,O,conj,no
من,O,prep,yes
المستحسن,O,adj,no
أن,O,conj_sub,yes
تقوم,O,verb,no
النساء,O,noun,no
اللواتي,O,pron_rel,yes
ظهرت,O,verb,no
في,O,prep,yes
عائلاتهن,O,noun,no
إصابات,O,noun,no
سابقة,O,adj,no
ب,O,prep,no
سرطان,B,noun,no
الثدي,I,noun,no
أو,O,conj,yes
المبيض,O,noun,no
ب,O,prep,no
إجراء,O,noun,no
بعض,O,noun_quant,yes
الفحوص,O,noun,no
و,O,conj,no
الاختبارات,O,noun,no
.,O,punc,no
العوامل,O,noun,no
الشخصية,O,adj,no
-,O,punc,no
بداية,O,noun,no
الطمث,O,noun,no
قبل,O,noun,no
سن,O,noun,no
12,O,digit,no
عاما,O,noun,no
أو,O,conj,yes
تأخر,O,noun,no
انقطاع,O,noun,no
الطمث,O,noun,no
اليأس,O,noun_prop,no
إلى,O,prep,yes
ما,O,pron_rel,yes
بعد,O,noun,yes
بلوغ,O,noun,no
المرأة,O,noun,no
خمسة,O,noun_num,no
و,O,conj,no
خمسين,O,noun_num,no
عاما,O,noun,no
.,O,punc,no
هناك,O,adv,yes
مخاطر,O,noun,no
أخرى,O,adj,yes
مثل,O,noun,yes
الوزن,O,noun,no
الزائد,O,noun,no
أو,O,conj,yes
استخدام,O,noun,no
علاج,O,noun,no
الهرمون,O,adj,no
البديل,O,noun,no
أو,O,conj,yes
تعاطي,O,noun,no
حبوب,O,noun,no
منع,O,noun,no
الحمل,O,noun,no
أو,O,conj,yes
شرب,O,verb,no
الكحول,O,noun,no
أو,O,conj,yes
عدم,O,noun,no
الإنجاب,O,noun,no
أو,O,conj,yes
الإنجاب,O,noun,no
بعد,O,noun,yes
الخامسة,O,adj_num,no
و,O,conj,no
الثلاثين,O,adj_num,no
أو,O,conj,yes
وجود,O,noun,no
ثديين,O,noun,no
صلبين,O,adj,no
لدى,O,noun,yes
المرأة,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
تظهر,O,verb,no
أعراض,O,noun,no
سرطان,B,noun,no
الثدي,I,noun,no
على,O,prep,yes
شكل,O,noun,yes
كتلة,O,noun,no
في,O,prep,yes
الثدي,O,noun,no
أو,O,conj,yes
تغير,O,verb,no
في,O,prep,yes
حجم,O,noun,no
الثدي,O,noun,no
أو,O,conj,yes
شكله,O,noun,no
أو,O,conj,yes
خروج,O,noun,no
مفرزات,O,noun,no
من,O,prep,yes
حلمة,O,noun,no
الثدي,O,noun,no
.,O,punc,no
و,O,conj,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يساعد,O,verb,yes
الفحص,O,noun,no
الذاتي,O,adj,no
و,O,conj,no
الماموغرافي,O,adj,no
(,O,punc,no
تصوير,O,noun,no
الثدي,O,noun,no
),O,punc,no
في,O,prep,yes
ال,O,part_det,no
اكتشاف,O,noun,no
المبكر,O,adj,no
ل,O,prep,no
سرطان,B,noun,no
الثدي,I,noun,no
حيث,O,adv_rel,yes
يكون,O,verb,yes
أكثر,O,adj_comp,yes
قابلية,O,noun,no
ل,O,prep,no
العلاج,O,noun,no
.,O,punc,no
و,O,conj,no
قد,O,part_verb,yes
يتم,O,verb,no
العلاج,O,noun,no
ب,O,prep,no
استخدام,O,noun,no
الأشعة,O,noun,no
أو,O,conj,yes
ب,O,prep,no
استئصال,O,noun,no
الورم,O,noun,no
أو,O,conj,yes
استئصال,O,noun,no
الثدي,O,noun,no
",",O,punc,no
إضافة,O,noun,no
إلى,O,prep,yes
العلاج,O,noun,no
الكيميائي,O,adj,no
و,O,conj,no
العلاج,O,noun,no
الهرموني,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يصاب,O,verb,no
الرجال,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
الثدي,I,noun,no
أيضا,O,adv,yes
",",O,punc,no
لكن,O,verb_pseudo,yes
عدد,O,noun,no
الحالات,O,noun,no
قليل,O,adj,no
جدا,O,noun,yes
.,O,punc,no
مقدمة,O,adj,no
يشخص,O,verb,no
سرطان,B,noun,no
الثدي,I,noun,no
لدى,O,noun,yes
امرأة,O,noun,no
واحدة,O,noun_num,yes
من,O,prep,yes
بين,O,noun,no
كل,O,noun_quant,yes
ثماني,O,noun_num,no
أو,O,conj,yes
من,O,prep,yes
بين,O,noun,no
كل,O,noun_quant,yes
عشرة,O,noun_num,no
نساء,O,noun,no
في,O,prep,yes
مرحلة,O,noun,no
من,O,prep,yes
مراحل,O,noun,no
حياتهم,O,noun,no
و,O,conj,no
يقدم,O,verb,no
هذا,O,pron_dem,yes
البرنامح,O,noun,no
التعليمي,O,adj,no
المعلومات,O,noun,no
التي,O,pron_rel,yes
تساعد,O,verb,no
على,O,prep,yes
فهم,O,noun,no
هذا,O,pron_dem,yes
المرض,O,noun,no
و,O,conj,no
طرق,O,noun,no
علاجه,O,noun,no
.,O,punc,no
السرطان,O,noun,no
و,O,conj,no
أسبابه,O,noun,no
يتكون,O,verb,no
الجسم,O,noun,no
من,O,prep,yes
خلايا,O,noun,no
صغيرة,O,adj,no
جدا,O,noun,yes
تنمو,O,verb,no
الخلايا,O,noun,no
الطبيعية,O,adj,no
في,O,prep,yes
الجسم,O,noun,no
و,O,conj,no
تموت,O,verb,no
ب,O,prep,no
طريقة,O,noun,no
منضبطة,O,adj,no
و,O,conj,no
قد,O,part_verb,yes
تواصل,O,verb,no
الخلايا,O,noun,no
انقسامها,O,noun,no
و,O,conj,no
نموها,O,noun,no
ب,O,prep,no
دون,O,noun,no
انضباط,O,noun,no
مما,O,prep,yes
يؤدي,O,verb,no
إلى,O,prep,yes
نمو,O,noun,no
غير,O,noun,yes
طبيعي,O,adj,no
يطلق,O,verb,no
عليه,O,prep,no
اسم,O,noun,no
الورم,O,noun,no
ف,O,conj,yes
إذا,O,conj_sub,yes
لم,O,part_neg,yes
يغزو,O,verb,no
الورم,O,noun,no
النسج,O,noun,no
و,O,conj,no
الأعضاء,O,noun,no
المجاورة,O,adj,no
ل,O,prep,no
ه,O,abbrev,no
",",O,punc,no
ف,O,abbrev,yes
إنه,O,conj_sub,no
يدعى,O,verb,no
ورما,O,noun,no
حميدا,O,noun,no
أو,O,conj,yes
نموا,O,noun,no
غير,O,noun,yes
سرطاني,O,noun,no
",",O,punc,no
و,O,conj,no
نادرا,O,adj,no
ما,O,pron_rel,yes
يهدد,O,verb,no
هذا,O,pron_dem,yes
النوع,O,noun,no
من,O,prep,yes
الأورام,O,noun,no
حياة,O,noun,no
المصابين,O,adj,no
ب,O,prep,no
ه,O,abbrev,no
.,O,punc,no
أما,O,part_focus,yes
إذا,O,conj_sub,yes
غزا,O,verb,no
الورم,O,noun,no
ما,O,pron_rel,yes
